Machine_ID,Machine_Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type,target
M-ROB-F5-020,Robotic Arm Servo Joint Actuator,306.79,321.21,4613.4,58.65,204,M,1
M-PUMP-001,Centrifugal Water Pump,299.0,311.47,2100.3,24.17,53,M,0
M-PUMP-002,Centrifugal Water Pump,297.06,309.65,2006.3,30.16,32,H,0
M-PUMP-003,Centrifugal Water Pump,302.88,308.69,2587.8,62.44,112,L,0
M-PUMP-004,Centrifugal Water Pump,296.54,310.88,1635.8,61.6,35,L,0
M-PUMP-005,Centrifugal Water Pump,295.8,312.81,1686.7,52.72,107,M,0
M-PUMP-006,Centrifugal Water Pump,300.16,313.48,1266.0,65.94,129,L,0
M-PUMP-007,Centrifugal Water Pump,298.07,308.72,2590.2,40.74,116,H,0
M-PUMP-008,Centrifugal Water Pump,296.27,310.42,2347.2,49.13,45,M,0
M-PUMP-009,Centrifugal Water Pump,297.84,308.96,2592.5,58.79,35,L,0
M-PUMP-010,Centrifugal Water Pump,298.77,311.44,1424.1,53.54,62,M,0
M-PUMP-011,Centrifugal Water Pump,295.13,305.52,1347.3,31.99,38,M,0
M-PUMP-012,Centrifugal Water Pump,295.23,310.18,1425.1,67.26,187,M,0
M-PUMP-013,Centrifugal Water Pump,299.92,304.28,2690.9,46.15,27,M,0
M-PUMP-014,Centrifugal Water Pump,295.61,307.93,2271.9,43.49,89,H,0
M-PUMP-015,Centrifugal Water Pump,296.96,305.0,2492.0,26.76,127,M,0
M-PUMP-016,Centrifugal Water Pump,296.81,310.39,1931.2,40.01,126,M,0
M-PUMP-017,Centrifugal Water Pump,297.43,309.59,2271.2,21.33,103,H,0
M-PUMP-018,Centrifugal Water Pump,296.49,309.61,2585.9,64.14,32,M,0
M-PUMP-019,Centrifugal Water Pump,299.66,305.47,2424.7,57.21,182,H,0
M-PUMP-020,Centrifugal Water Pump,296.73,312.27,2272.9,64.72,30,M,0
M-PUMP-021,Centrifugal Water Pump,299.55,304.36,2021.6,50.48,54,M,0
M-PUMP-022,Centrifugal Water Pump,300.12,308.68,2572.8,37.12,67,L,0
M-PUMP-023,Centrifugal Water Pump,302.29,304.29,2433.2,25.52,24,M,0
M-PUMP-024,Centrifugal Water Pump,297.15,312.19,2337.1,69.08,148,M,0
M-PUMP-025,Centrifugal Water Pump,300.59,313.99,2336.2,58.08,188,H,0
M-PUMP-026,Centrifugal Water Pump,300.64,312.51,2727.0,30.55,110,M,0
M-PUMP-027,Centrifugal Water Pump,296.98,310.0,1612.1,36.67,99,M,0
M-PUMP-028,Centrifugal Water Pump,298.59,308.93,1677.7,27.95,28,H,0
M-PUMP-029,Centrifugal Water Pump,299.66,311.86,1470.8,25.43,154,M,0
M-PUMP-030,Centrifugal Water Pump,302.61,311.14,1722.8,34.48,114,H,0
M-PUMP-031,Centrifugal Water Pump,295.94,305.76,2439.6,45.69,21,M,0
M-PUMP-032,Centrifugal Water Pump,298.39,309.11,1542.6,47.59,196,H,0
M-PUMP-033,Centrifugal Water Pump,297.27,306.43,1597.7,38.94,167,L,0
M-PUMP-034,Centrifugal Water Pump,296.62,309.43,2219.0,46.09,98,H,0
M-PUMP-035,Centrifugal Water Pump,298.91,308.01,2472.9,58.18,44,H,0
M-PUMP-036,Centrifugal Water Pump,302.27,309.36,2572.5,22.91,114,M,0
M-PUMP-037,Centrifugal Water Pump,301.89,304.98,1584.7,40.33,175,L,0
M-PUMP-038,Centrifugal Water Pump,302.94,313.59,1209.5,22.39,46,M,0
M-PUMP-039,Centrifugal Water Pump,301.64,312.93,1498.9,50.98,185,M,0
M-PUMP-040,Centrifugal Water Pump,295.83,308.58,1801.3,48.88,98,H,0
M-PUMP-041,Centrifugal Water Pump,302.95,309.44,1957.8,67.73,48,H,0
M-PUMP-042,Centrifugal Water Pump,301.46,306.61,2478.8,33.58,25,M,0
M-PUMP-043,Centrifugal Water Pump,296.57,311.58,2225.9,66.18,160,H,0
M-PUMP-044,Centrifugal Water Pump,301.4,310.42,2270.3,61.61,123,M,0
M-PUMP-045,Centrifugal Water Pump,300.09,306.98,1492.2,50.83,62,H,0
M-PUMP-046,Centrifugal Water Pump,295.0,310.08,1779.4,57.62,87,M,0
M-PUMP-047,Centrifugal Water Pump,298.26,310.51,1769.8,68.19,188,L,0
M-PUMP-048,Centrifugal Water Pump,302.36,308.49,2058.3,57.1,145,L,0
M-PUMP-049,Centrifugal Water Pump,300.73,313.98,1757.6,61.65,145,M,0
M-PUMP-050,Centrifugal Water Pump,297.61,311.86,2640.6,30.93,132,M,0
M-PUMP-051,Centrifugal Water Pump,302.92,308.79,1565.3,39.09,137,H,0
M-PUMP-052,Centrifugal Water Pump,299.83,313.31,2560.6,23.38,198,M,0
M-PUMP-053,Centrifugal Water Pump,296.3,304.12,1474.1,61.91,23,M,0
M-PUMP-054,Centrifugal Water Pump,301.06,309.86,2452.4,57.31,29,L,0
M-PUMP-055,Centrifugal Water Pump,296.82,309.53,2230.9,28.43,195,M,0
M-PUMP-056,Centrifugal Water Pump,295.46,313.37,2138.0,54.96,114,L,0
M-PUMP-057,Centrifugal Water Pump,295.27,306.68,1951.4,23.83,147,M,0
M-PUMP-058,Centrifugal Water Pump,297.18,304.03,2351.7,61.69,91,M,0
M-PUMP-059,Centrifugal Water Pump,296.82,310.22,1219.4,44.43,135,L,0
M-PUMP-060,Centrifugal Water Pump,298.05,311.65,2156.3,66.35,91,M,0
M-PUMP-061,Centrifugal Water Pump,302.1,304.49,1418.2,24.12,171,H,0
M-PUMP-062,Centrifugal Water Pump,301.89,308.51,1206.4,40.08,53,M,0
M-PUMP-063,Centrifugal Water Pump,300.43,308.88,1264.8,52.81,171,L,0
M-PUMP-064,Centrifugal Water Pump,301.64,306.01,2622.2,36.11,22,L,0
M-PUMP-065,Centrifugal Water Pump,302.53,310.56,1570.3,32.59,103,L,0
M-PUMP-066,Centrifugal Water Pump,296.2,312.26,1666.1,60.43,185,M,0
M-PUMP-067,Centrifugal Water Pump,297.92,312.02,2047.2,54.22,132,H,0
M-PUMP-068,Centrifugal Water Pump,301.76,305.96,2691.7,32.53,152,M,0
M-PUMP-069,Centrifugal Water Pump,297.54,307.1,2396.6,47.84,178,M,0
M-PUMP-070,Centrifugal Water Pump,300.54,311.53,1442.4,40.03,106,M,0
M-PUMP-071,Centrifugal Water Pump,297.58,310.86,1545.4,55.47,188,M,0
M-PUMP-072,Centrifugal Water Pump,299.89,304.69,2583.2,34.27,130,L,0
M-PUMP-073,Centrifugal Water Pump,299.76,311.25,1912.5,23.02,163,H,0
M-PUMP-074,Centrifugal Water Pump,300.61,304.23,2579.7,27.88,112,M,0
M-PUMP-075,Centrifugal Water Pump,298.66,307.41,1948.5,35.57,98,M,0
M-PUMP-076,Centrifugal Water Pump,299.53,306.38,2781.9,45.04,54,M,0
M-PUMP-077,Centrifugal Water Pump,301.93,304.22,2287.3,47.4,50,L,0
M-PUMP-078,Centrifugal Water Pump,297.95,306.94,2525.0,51.93,181,M,0
M-PUMP-079,Centrifugal Water Pump,300.93,312.36,1287.6,58.8,130,H,0
M-PUMP-080,Centrifugal Water Pump,299.07,304.82,2377.5,47.33,191,H,0
M-PUMP-081,Centrifugal Water Pump,299.85,306.12,2182.5,56.13,150,L,0
M-PUMP-082,Centrifugal Water Pump,301.83,304.77,1749.2,54.36,109,H,0
M-PUMP-083,Centrifugal Water Pump,299.42,308.07,1824.1,60.49,93,H,0
M-PUMP-084,Centrifugal Water Pump,295.46,312.56,2737.0,54.42,85,L,0
M-PUMP-085,Centrifugal Water Pump,300.3,312.44,2425.4,38.96,106,H,0
M-PUMP-086,Centrifugal Water Pump,297.34,311.78,2630.4,56.22,103,H,0
M-PUMP-087,Centrifugal Water Pump,295.46,307.74,1942.1,50.46,21,L,0
M-PUMP-088,Centrifugal Water Pump,297.91,312.48,2055.9,26.52,163,L,0
M-PUMP-089,Centrifugal Water Pump,299.22,309.15,1340.0,52.79,184,H,0
M-PUMP-090,Centrifugal Water Pump,297.11,313.02,1655.0,52.7,116,M,0
M-PUMP-091,Centrifugal Water Pump,298.33,307.0,1277.7,57.21,154,M,0
M-PUMP-092,Centrifugal Water Pump,300.15,306.44,1235.8,60.44,108,M,0
M-PUMP-093,Centrifugal Water Pump,295.82,304.63,1758.2,60.24,185,L,0
M-PUMP-094,Centrifugal Water Pump,302.36,313.08,2043.6,30.97,163,M,0
M-PUMP-095,Centrifugal Water Pump,297.14,306.33,2024.0,36.09,47,M,0
M-PUMP-096,Centrifugal Water Pump,301.99,309.71,2605.3,29.79,50,M,0
M-PUMP-097,Centrifugal Water Pump,298.71,310.6,2471.4,57.57,189,M,0
M-PUMP-098,Centrifugal Water Pump,296.65,309.51,1377.2,34.44,57,M,0
M-PUMP-099,Centrifugal Water Pump,295.89,304.32,2250.9,50.51,147,M,0
M-PUMP-100,Centrifugal Water Pump,295.91,306.91,1407.2,62.15,154,M,0
M-PUMP-101,Centrifugal Water Pump,297.73,313.67,2150.7,60.06,67,M,0
M-PUMP-102,Centrifugal Water Pump,301.27,310.86,2289.6,47.63,121,L,0
M-PUMP-103,Centrifugal Water Pump,297.16,307.53,2594.6,35.44,118,L,0
M-PUMP-104,Centrifugal Water Pump,303.0,308.35,1884.9,62.13,164,L,0
M-PUMP-105,Centrifugal Water Pump,298.71,307.24,2174.0,63.81,179,H,0
M-PUMP-106,Centrifugal Water Pump,298.43,308.65,2764.2,53.9,93,H,0
M-PUMP-107,Centrifugal Water Pump,299.52,304.96,2535.1,57.63,102,M,0
M-PUMP-108,Centrifugal Water Pump,302.18,306.88,1598.4,66.96,165,L,0
M-PUMP-109,Centrifugal Water Pump,296.56,305.43,1241.6,31.85,159,M,0
M-PUMP-110,Centrifugal Water Pump,300.83,306.52,1832.5,69.16,64,M,0
M-PUMP-111,Centrifugal Water Pump,297.41,305.1,1983.8,38.93,145,L,0
M-PUMP-112,Centrifugal Water Pump,299.35,304.32,2190.3,22.77,130,M,0
M-PUMP-113,Centrifugal Water Pump,296.58,312.19,2657.7,60.65,74,M,0
M-PUMP-114,Centrifugal Water Pump,302.32,307.21,2512.0,20.47,20,L,0
M-PUMP-115,Centrifugal Water Pump,301.09,311.89,2688.0,25.9,61,L,0
M-PUMP-116,Centrifugal Water Pump,296.42,310.82,2048.7,24.16,71,M,0
M-PUMP-117,Centrifugal Water Pump,301.82,311.08,2195.0,44.8,73,H,0
M-PUMP-118,Centrifugal Water Pump,298.27,304.29,1537.7,41.62,95,H,0
M-PUMP-119,Centrifugal Water Pump,299.71,309.5,1325.0,67.16,37,L,0
M-PUMP-120,Centrifugal Water Pump,295.0,312.82,1231.6,57.89,85,L,0
M-PUMP-121,Centrifugal Water Pump,298.21,304.71,2428.0,23.56,185,H,0
M-PUMP-122,Centrifugal Water Pump,298.83,311.23,1829.2,30.86,156,L,0
M-PUMP-123,Centrifugal Water Pump,302.38,307.76,2010.0,38.16,66,L,0
M-PUMP-124,Centrifugal Water Pump,297.72,308.28,1845.9,55.63,185,M,0
M-PUMP-125,Centrifugal Water Pump,298.77,311.79,2225.6,23.03,37,H,0
M-PUMP-126,Centrifugal Water Pump,298.65,312.26,1700.9,39.21,183,L,0
M-PUMP-127,Centrifugal Water Pump,300.32,306.67,1387.3,20.8,39,M,0
M-PUMP-128,Centrifugal Water Pump,299.41,304.64,1418.0,29.05,133,M,0
M-PUMP-129,Centrifugal Water Pump,299.41,306.51,1793.8,24.83,60,L,0
M-PUMP-130,Centrifugal Water Pump,302.84,310.48,2666.9,52.14,25,L,0
M-PUMP-131,Centrifugal Water Pump,295.79,310.83,1604.5,39.6,136,M,0
M-PUMP-132,Centrifugal Water Pump,297.0,307.34,1746.5,67.97,163,M,0
M-PUMP-133,Centrifugal Water Pump,296.6,312.11,1451.5,30.52,85,L,0
M-PUMP-134,Centrifugal Water Pump,296.05,305.22,1990.4,33.82,122,M,0
M-PUMP-135,Centrifugal Water Pump,298.48,305.12,1425.7,61.05,179,M,0
M-PUMP-136,Centrifugal Water Pump,295.91,304.53,2173.3,55.77,87,M,0
M-PUMP-137,Centrifugal Water Pump,300.7,313.35,1303.8,29.61,32,L,0
M-PUMP-138,Centrifugal Water Pump,301.34,309.75,1333.9,33.67,73,M,0
M-PUMP-139,Centrifugal Water Pump,297.06,304.73,2369.2,34.95,101,H,0
M-PUMP-140,Centrifugal Water Pump,301.42,309.66,2642.5,44.77,189,L,0
M-PUMP-141,Centrifugal Water Pump,299.61,313.34,1716.9,38.28,28,M,0
M-PUMP-142,Centrifugal Water Pump,300.78,311.74,1439.7,42.21,51,M,0
M-PUMP-143,Centrifugal Water Pump,296.26,313.04,1569.0,34.57,173,M,0
M-PUMP-144,Centrifugal Water Pump,295.19,308.95,1335.3,69.27,125,M,0
M-PUMP-145,Centrifugal Water Pump,299.51,304.77,2479.8,66.27,177,M,0
M-PUMP-146,Centrifugal Water Pump,297.61,304.35,2242.2,46.75,102,L,0
M-PUMP-147,Centrifugal Water Pump,296.34,304.1,1317.3,31.17,25,M,0
M-PUMP-148,Centrifugal Water Pump,297.51,305.8,2400.1,30.22,143,M,0
M-PUMP-149,Centrifugal Water Pump,299.09,313.34,1259.8,45.01,173,M,0
M-PUMP-150,Centrifugal Water Pump,297.21,307.98,2288.4,64.54,27,H,0
M-PUMP-151,Centrifugal Water Pump,297.6,306.33,1623.9,31.06,55,H,0
M-PUMP-152,Centrifugal Water Pump,302.47,305.44,1527.0,32.31,187,L,0
M-PUMP-153,Centrifugal Water Pump,301.32,305.05,2538.1,40.41,67,M,0
M-PUMP-154,Centrifugal Water Pump,301.58,311.79,2624.0,66.41,62,M,0
M-PUMP-155,Centrifugal Water Pump,295.12,312.79,1447.3,63.07,79,M,0
M-PUMP-156,Centrifugal Water Pump,295.31,307.27,2621.4,21.28,93,H,0
M-PUMP-157,Centrifugal Water Pump,297.97,305.73,1603.5,63.88,98,M,0
M-PUMP-158,Centrifugal Water Pump,299.71,305.42,1615.0,47.31,62,M,0
M-PUMP-159,Centrifugal Water Pump,298.93,311.72,2717.2,25.79,80,M,0
M-PUMP-160,Centrifugal Water Pump,296.21,312.1,2415.8,44.22,116,H,0
M-PUMP-161,Centrifugal Water Pump,299.44,311.91,2118.1,33.27,140,M,0
M-PUMP-162,Centrifugal Water Pump,299.36,308.88,1809.9,55.94,179,H,0
M-PUMP-163,Centrifugal Water Pump,302.47,309.12,2321.2,62.78,104,L,0
M-PUMP-164,Centrifugal Water Pump,296.42,305.59,2252.0,63.51,180,M,0
M-PUMP-165,Centrifugal Water Pump,299.2,307.31,2768.0,35.98,153,M,0
M-PUMP-166,Centrifugal Water Pump,299.87,307.93,2743.7,48.58,188,H,0
M-PUMP-167,Centrifugal Water Pump,299.58,311.17,2392.1,65.25,20,H,0
M-PUMP-168,Centrifugal Water Pump,298.78,304.29,2759.3,31.1,105,H,0
M-PUMP-169,Centrifugal Water Pump,299.18,307.8,1271.5,36.76,90,L,0
M-PUMP-170,Centrifugal Water Pump,296.66,309.45,2779.7,59.6,198,L,0
M-PUMP-171,Centrifugal Water Pump,298.92,310.96,1376.7,42.06,165,M,0
M-PUMP-172,Centrifugal Water Pump,300.62,311.46,1605.6,63.78,102,M,0
M-PUMP-173,Centrifugal Water Pump,301.92,308.18,2400.5,47.4,88,L,0
M-PUMP-174,Centrifugal Water Pump,299.68,307.91,1375.4,64.77,26,L,0
M-PUMP-175,Centrifugal Water Pump,297.88,310.39,2675.5,27.59,122,L,0
M-PUMP-176,Centrifugal Water Pump,301.06,309.26,2199.6,57.88,171,L,0
M-PUMP-177,Centrifugal Water Pump,297.83,313.97,1895.2,21.22,85,H,0
M-PUMP-178,Centrifugal Water Pump,295.97,306.82,1285.4,54.43,33,M,0
M-PUMP-179,Centrifugal Water Pump,295.74,304.63,1628.4,48.59,193,L,0
M-PUMP-180,Centrifugal Water Pump,302.01,305.76,1623.9,23.82,160,H,0
M-PUMP-181,Centrifugal Water Pump,299.45,306.48,1589.5,69.54,156,L,0
M-PUMP-182,Centrifugal Water Pump,299.58,312.71,2232.8,67.31,70,M,0
M-PUMP-183,Centrifugal Water Pump,300.52,307.93,2607.5,68.99,108,M,0
M-PUMP-184,Centrifugal Water Pump,298.78,312.53,2232.7,22.24,117,H,0
M-PUMP-185,Centrifugal Water Pump,301.23,307.28,1955.2,59.93,28,H,0
M-PUMP-186,Centrifugal Water Pump,298.18,306.3,1740.6,69.91,168,L,0
M-PUMP-187,Centrifugal Water Pump,302.5,307.41,1675.3,31.7,169,M,0
M-PUMP-188,Centrifugal Water Pump,296.89,307.77,2010.7,46.41,179,M,0
M-PUMP-189,Centrifugal Water Pump,302.27,308.41,2394.2,66.51,183,H,0
M-PUMP-190,Centrifugal Water Pump,296.65,308.77,1890.5,52.04,190,H,0
M-PUMP-191,Centrifugal Water Pump,298.61,305.92,2630.6,68.23,106,H,0
M-PUMP-192,Centrifugal Water Pump,301.28,310.97,1767.5,64.37,195,M,0
M-PUMP-193,Centrifugal Water Pump,299.53,306.98,2135.2,41.98,74,H,0
M-PUMP-194,Centrifugal Water Pump,297.02,305.98,2067.3,50.08,129,M,0
M-PUMP-195,Centrifugal Water Pump,298.37,312.34,1962.0,69.39,99,M,0
M-PUMP-196,Centrifugal Water Pump,295.4,310.53,2562.3,67.12,199,M,0
M-PUMP-197,Centrifugal Water Pump,299.6,308.51,2102.1,27.87,174,L,0
M-PUMP-198,Centrifugal Water Pump,298.6,306.8,1425.3,54.19,76,L,0
M-PUMP-199,Centrifugal Water Pump,300.37,310.46,2095.0,22.29,187,M,0
M-PUMP-200,Centrifugal Water Pump,302.95,309.37,2336.2,22.81,133,L,0
M-PUMP-201,Centrifugal Water Pump,301.23,311.7,1562.1,68.77,199,H,0
M-PUMP-202,Centrifugal Water Pump,302.49,306.89,2302.9,36.91,194,H,0
M-PUMP-203,Centrifugal Water Pump,298.98,308.28,1721.6,52.28,43,L,0
M-PUMP-204,Centrifugal Water Pump,302.84,312.05,2576.0,37.98,78,M,0
M-PUMP-205,Centrifugal Water Pump,295.37,313.45,1430.1,65.15,35,L,0
M-PUMP-206,Centrifugal Water Pump,296.22,304.38,2351.2,34.01,148,M,0
M-PUMP-207,Centrifugal Water Pump,295.87,313.32,1923.7,56.72,110,M,0
M-PUMP-208,Centrifugal Water Pump,297.42,306.0,2068.1,42.01,90,M,0
M-PUMP-209,Centrifugal Water Pump,300.52,304.46,1742.0,40.59,37,M,0
M-PUMP-210,Centrifugal Water Pump,295.41,313.96,2378.5,24.37,23,L,0
M-PUMP-211,Centrifugal Water Pump,298.51,311.87,2677.6,49.97,53,L,0
M-PUMP-212,Centrifugal Water Pump,302.65,309.8,2291.2,36.87,88,L,0
M-PUMP-213,Centrifugal Water Pump,302.42,310.29,2463.8,28.58,58,M,0
M-PUMP-214,Centrifugal Water Pump,296.41,310.35,1666.6,59.58,165,M,0
M-PUMP-215,Centrifugal Water Pump,296.45,310.47,2788.5,51.13,26,H,0
M-PUMP-216,Centrifugal Water Pump,297.56,305.96,2500.9,62.24,66,M,0
M-PUMP-217,Centrifugal Water Pump,296.89,313.08,2004.2,52.81,94,M,0
M-PUMP-218,Centrifugal Water Pump,298.09,307.4,2215.2,49.55,72,H,0
M-PUMP-219,Centrifugal Water Pump,297.95,308.15,2205.9,65.73,26,M,0
M-PUMP-220,Centrifugal Water Pump,296.55,309.02,1887.5,56.45,63,M,0
M-PUMP-221,Centrifugal Water Pump,302.07,313.11,2734.1,58.66,183,M,0
M-PUMP-222,Centrifugal Water Pump,296.58,304.06,2331.0,66.87,53,M,0
M-PUMP-223,Centrifugal Water Pump,300.97,313.28,2235.0,68.51,82,M,0
M-PUMP-224,Centrifugal Water Pump,299.34,307.84,1202.3,56.59,155,L,0
M-PUMP-225,Centrifugal Water Pump,297.76,309.22,1776.0,20.8,121,H,0
M-PUMP-226,Centrifugal Water Pump,295.64,311.55,1215.2,67.95,112,L,0
M-PUMP-227,Centrifugal Water Pump,295.46,309.84,1758.9,62.17,85,M,0
M-PUMP-228,Centrifugal Water Pump,301.86,307.75,1226.9,39.51,137,M,0
M-PUMP-229,Centrifugal Water Pump,298.46,304.57,2140.9,57.81,94,M,0
M-PUMP-230,Centrifugal Water Pump,295.71,306.02,1447.5,44.08,115,L,0
M-PUMP-231,Centrifugal Water Pump,295.59,310.0,2042.4,45.81,177,M,0
M-PUMP-232,Centrifugal Water Pump,295.33,310.72,1752.3,20.88,65,M,0
M-PUMP-233,Centrifugal Water Pump,299.93,305.73,1860.9,44.12,102,L,0
M-PUMP-234,Centrifugal Water Pump,295.36,313.51,2131.1,59.79,97,M,0
M-PUMP-235,Centrifugal Water Pump,302.03,312.96,1581.9,29.96,109,L,0
M-PUMP-236,Centrifugal Water Pump,297.58,310.52,2333.0,58.93,121,M,0
M-PUMP-237,Centrifugal Water Pump,302.74,310.11,2365.7,37.25,140,M,0
M-PUMP-238,Centrifugal Water Pump,296.96,311.15,2034.2,54.16,68,M,0
M-PUMP-239,Centrifugal Water Pump,298.55,309.97,1665.4,55.77,165,M,0
M-PUMP-240,Centrifugal Water Pump,297.4,310.61,2312.9,55.2,142,M,0
M-PUMP-241,Centrifugal Water Pump,298.16,306.55,1450.9,54.63,36,L,0
M-PUMP-242,Centrifugal Water Pump,301.61,312.58,2650.7,40.43,172,H,0
M-PUMP-243,Centrifugal Water Pump,295.17,311.85,1319.7,69.43,141,L,0
M-PUMP-244,Centrifugal Water Pump,296.97,310.74,1269.2,61.89,50,M,0
M-PUMP-245,Centrifugal Water Pump,296.8,304.68,1970.4,28.46,151,M,0
M-PUMP-246,Centrifugal Water Pump,297.74,309.67,1655.9,38.9,166,H,0
M-PUMP-247,Centrifugal Water Pump,295.66,307.28,1879.0,47.13,87,L,0
M-PUMP-248,Centrifugal Water Pump,295.31,308.32,1811.6,52.38,193,M,0
M-PUMP-249,Centrifugal Water Pump,302.9,307.02,1249.4,28.28,91,M,0
M-PUMP-250,Centrifugal Water Pump,295.78,308.33,1741.0,26.13,73,L,0
M-PUMP-251,Centrifugal Water Pump,297.42,311.14,2179.3,41.36,63,M,0
M-PUMP-252,Centrifugal Water Pump,299.74,307.51,1543.8,25.82,178,M,0
M-PUMP-253,Centrifugal Water Pump,300.0,308.9,2596.1,47.35,106,L,0
M-PUMP-254,Centrifugal Water Pump,300.76,305.12,1484.3,59.36,170,M,0
M-PUMP-255,Centrifugal Water Pump,299.44,310.32,1902.6,54.01,39,L,0
M-PUMP-256,Centrifugal Water Pump,301.0,310.31,1706.1,28.05,93,M,0
M-PUMP-257,Centrifugal Water Pump,300.07,307.83,2181.3,60.69,24,M,0
M-PUMP-258,Centrifugal Water Pump,301.07,309.46,2242.4,45.83,198,H,0
M-PUMP-259,Centrifugal Water Pump,298.93,304.91,1455.7,39.15,47,L,0
M-PUMP-260,Centrifugal Water Pump,302.57,307.36,2223.6,46.69,166,M,0
M-PUMP-261,Centrifugal Water Pump,295.0,311.63,2395.0,45.49,182,L,0
M-PUMP-262,Centrifugal Water Pump,299.19,310.08,2794.4,34.94,78,H,0
M-PUMP-263,Centrifugal Water Pump,302.17,311.44,1369.0,69.09,151,L,0
M-PUMP-264,Centrifugal Water Pump,295.39,309.05,2317.8,47.15,139,L,0
M-PUMP-265,Centrifugal Water Pump,297.99,312.49,1460.7,33.54,27,M,0
M-PUMP-266,Centrifugal Water Pump,298.04,312.05,2245.0,41.84,137,H,0
M-PUMP-267,Centrifugal Water Pump,296.44,310.27,2226.2,58.71,92,L,0
M-PUMP-268,Centrifugal Water Pump,300.47,313.63,1544.2,47.58,128,L,0
M-PUMP-269,Centrifugal Water Pump,296.61,309.23,1753.9,46.29,61,H,0
M-PUMP-270,Centrifugal Water Pump,299.58,307.36,1491.1,36.2,28,L,0
M-PUMP-271,Centrifugal Water Pump,299.65,312.15,1877.0,65.17,106,M,0
M-PUMP-272,Centrifugal Water Pump,298.93,311.33,2106.6,33.58,46,M,0
M-PUMP-273,Centrifugal Water Pump,298.91,304.96,1833.0,45.74,168,H,0
M-PUMP-274,Centrifugal Water Pump,297.79,312.23,2237.5,34.5,172,M,0
M-PUMP-275,Centrifugal Water Pump,298.99,313.77,2715.4,37.93,45,M,0
M-PUMP-276,Centrifugal Water Pump,295.24,304.21,1832.8,67.05,176,M,0
M-PUMP-277,Centrifugal Water Pump,299.52,304.06,1544.8,21.24,155,H,0
M-PUMP-278,Centrifugal Water Pump,301.95,310.43,1567.1,27.89,132,L,0
M-PUMP-279,Centrifugal Water Pump,300.75,307.49,2139.8,35.54,199,L,0
M-PUMP-280,Centrifugal Water Pump,299.92,308.23,2189.0,37.08,25,M,0
M-PUMP-281,Centrifugal Water Pump,302.44,310.26,1334.3,64.25,68,M,0
M-PUMP-282,Centrifugal Water Pump,297.38,309.77,2071.5,44.57,149,M,0
M-PUMP-283,Centrifugal Water Pump,301.26,305.75,2452.2,53.19,142,M,0
M-PUMP-284,Centrifugal Water Pump,300.34,304.8,2562.5,22.78,46,M,0
M-PUMP-285,Centrifugal Water Pump,300.92,304.76,2673.2,68.68,129,M,0
M-PUMP-286,Centrifugal Water Pump,300.93,307.28,1989.2,65.81,192,L,0
M-PUMP-287,Centrifugal Water Pump,297.1,306.32,1676.3,42.07,76,M,0
M-PUMP-288,Centrifugal Water Pump,299.97,311.63,2376.9,60.72,25,H,0
M-PUMP-289,Centrifugal Water Pump,301.32,309.33,2125.0,22.63,65,M,0
M-PUMP-290,Centrifugal Water Pump,301.87,313.17,2000.7,47.27,169,M,0
M-PUMP-291,Centrifugal Water Pump,299.13,313.05,2463.9,65.45,59,M,0
M-PUMP-292,Centrifugal Water Pump,301.74,305.11,2471.5,29.15,165,M,0
M-PUMP-293,Centrifugal Water Pump,296.55,308.73,2291.0,51.69,96,L,0
M-PUMP-294,Centrifugal Water Pump,299.15,309.06,1299.6,66.11,51,M,0
M-PUMP-295,Centrifugal Water Pump,301.43,306.15,2043.8,32.03,156,M,0
M-PUMP-296,Centrifugal Water Pump,301.85,312.95,2238.0,56.27,118,M,0
M-PUMP-297,Centrifugal Water Pump,300.18,313.08,1866.7,35.72,89,M,0
M-PUMP-298,Centrifugal Water Pump,295.59,308.98,1990.9,49.42,85,M,0
M-PUMP-299,Centrifugal Water Pump,302.03,313.55,2133.8,22.13,194,L,0
M-PUMP-300,Centrifugal Water Pump,297.69,305.47,1429.5,28.39,28,L,0
M-PUMP-301,Centrifugal Water Pump,299.33,311.0,2525.0,59.58,178,L,0
M-PUMP-302,Centrifugal Water Pump,298.51,313.5,2357.3,23.53,142,M,0
M-PUMP-303,Centrifugal Water Pump,302.25,307.73,2135.9,20.61,79,H,0
M-PUMP-304,Centrifugal Water Pump,299.17,312.17,1530.3,46.37,56,H,0
M-PUMP-305,Centrifugal Water Pump,299.09,304.79,2139.8,21.57,39,M,0
M-PUMP-306,Centrifugal Water Pump,299.73,304.29,2117.4,61.93,150,H,0
M-PUMP-307,Centrifugal Water Pump,299.74,310.72,1259.6,62.77,183,L,0
M-PUMP-308,Centrifugal Water Pump,301.6,311.45,2213.5,53.93,165,M,0
M-PUMP-309,Centrifugal Water Pump,297.62,307.76,2635.3,20.86,145,L,0
M-PUMP-310,Centrifugal Water Pump,300.65,313.94,2300.1,21.72,168,M,0
M-PUMP-311,Centrifugal Water Pump,298.57,307.12,1629.7,41.57,88,M,0
M-PUMP-312,Centrifugal Water Pump,301.51,306.97,1542.0,53.34,140,L,0
M-PUMP-313,Centrifugal Water Pump,295.13,312.53,2033.6,51.07,36,M,0
M-PUMP-314,Centrifugal Water Pump,296.82,306.54,2006.6,60.62,153,M,0
M-PUMP-315,Centrifugal Water Pump,299.32,308.27,2756.3,48.01,65,M,0
